Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
FR;Gironde;FR31003;44.849695025703, -0.543888582031301;PM10;EEA France;µg/m³;17.3;2024-01-08T05:00:00-06:00;France
FR;Bouches-du-Rhône;FR02009;43.4002906312612, 4.79639276280504;SO2;EEA France;µg/m³;1.9;2022-01-06T20:00:00-06:00;France
FR;;FR26043;47.315472, 5.037429;PM2.5;EEA France;µg/m³;5.6;2022-12-31T18:00:00-06:00;France
FR;;FR02019;43.45722199946389, 5.244303;NO2;EEA France;µg/m³;14.2;2020-02-18T03:00:00-06:00;France
FR;;PARIS Centre;48.85899751049642, 2.350998896374882;PM2.5;EEA France;µg/m³;7.4;2019-09-23T03:00:00-05:00;France
FR;;FR31031;44.9130559994632, -0.384444;O3;EEA France;µg/m³;2.6;2019-01-16T01:00:00-06:00;France
FR;;FR34038;46.8147189994643, 2.610806;O3;EEA France;µg/m³;38.93;2018-04-24T19:00:00-05:00;France
FR;;FR10028;50.981663999475, 2.143056;PM10;EEA France;µg/m³;14.75;2018-04-24T19:00:00-05:00;France
FR;;FR10026;50.9508329994749, 1.8425;PM10;EEA France;µg/m³;7.35;2018-04-24T19:00:00-05:00;France
FR;;FR11025;50.6294439994737, 3.090833;PM2.5;EEA France;µg/m³;6.98;2018-04-24T19:00:00-05:00;France
FR;;FR34047;48.7608889994679, 1.233781;PM10;EEA France;µg/m³;17.5;2018-04-24T19:00:00-05:00;France
FR;;FR15017;45.1904389994632, 5.686964;PM10;EEA France;µg/m³;13.08;2018-02-13T01:00:00-06:00;France
FR;;FR29428;45.4211999994632, 4.411978;PM2.5;EEA France;µg/m³;6.05;2018-02-01T02:00:00-06:00;France
FR;;FR20061;45.9863829994635, 4.719281;PM10;EEA France;µg/m³;20.33;2017-12-18T15:00:00-06:00;France
FR;;Marignane Ville;43.419737671276444, 5.212779863300123;SO2;EEA France;µg/m³;0.0;2017-07-18T15:00:00-05:00;France
FR;;Carry le Rouet;43.33080461716933, 5.151110519045319;SO2;EEA France;µg/m³;0.0;2017-03-28T11:00:00-05:00;France
FR;EYBENS;Rocade Sud Eybens;45.15466999988499, 5.745230000087684;NO2;eea;µg/m³;32.3;2024-10-23T02:00:00-05:00;France
FR;PARIS 12E ARRONDISSEMENT;Bld peripherique Est;48.83861500018727, 2.4127809998590957;PM2.5;eea;µg/m³;0.8;2024-10-21T20:00:00-05:00;France
FR;CAYENNE;Caiena3;4.937846700122823, -52.32092999972592;PM10;eea;µg/m³;10.7;2024-10-23T02:00:00-05:00;France
FR;CROLLES;Gresivaudan Periurb;45.27969999987679, 5.882199999603001;PM2.5;eea;µg/m³;5.1;2024-10-23T02:00:00-05:00;France
FR;CREIL;Faiencerie Creil;49.25955200025786, 2.474397000355699;CO;eea;µg/m³;14.0;2023-07-14T04:00:00-05:00;France
FR;METZ;Metz-Centre;49.11944200020038, 6.180832999656292;PM2.5;eea;µg/m³;4.8;2024-10-23T02:00:00-05:00;France
FR;AIX-EN-PROVENCE;AIX CENTRE ECOLE ART;43.53028499968472, 5.440912000080743;NO2;eea;µg/m³;10.3;2024-10-23T02:00:00-05:00;France
FR;MONTAUBAN;Montauban;44.012855999860335, 1.3753051995567598;PM10;eea;µg/m³;14.9;2024-10-23T02:00:00-05:00;France
FR;GRENOBLE;Grenoble Les Frenes;45.16190000031158, 5.735600000054799;NO;eea;µg/m³;16.6;2024-03-11T04:00:00-05:00;France
FR;SAINT-OMER;St Omer Ribot;50.74823000023542, 2.2597799999566677;PM10;eea;µg/m³;15.3;2024-10-23T02:00:00-05:00;France
FR;SAINT-ÉTIENNE;SAINT ETIENNE SUD;45.420089999725384, 4.395422000345383;NO;eea;µg/m³;8.4;2024-03-11T04:00:00-05:00;France
FR;AMIENS;St Pierre Amiens;49.90167000014326, 2.3045969997870466;PM2.5;eea;µg/m³;5.4;2024-10-23T02:00:00-05:00;France
FR;AMIENS;St Pierre Amiens;49.90167000014326, 2.3045969997870466;NO;eea;µg/m³;6.5;2024-03-11T04:00:00-05:00;France
FR;CARTIGNIES;Cartignies;50.09225000011609, 3.850029999651211;NO2;eea;µg/m³;4.9;2024-10-23T02:00:00-05:00;France
FR;CLERMONT-FERRAND;Edouard Michelin;45.780434000295585, 3.1115920000321267;NO2;eea;µg/m³;15.1;2024-10-23T02:00:00-05:00;France
FR;DUNKERQUE;Mardyck;51.01943000002197, 2.250990000172918;NO;eea;µg/m³;0.5;2024-03-11T01:00:00-05:00;France
FR;FRÉJUS;ESTEREL;43.437873999889575, 6.7683900000872725;O3;eea;µg/m³;11.5;2024-10-23T02:00:00-05:00;France
FR;LES ROCHES-DE-CONDRIEU;ROCHES DE CONDRIEU;45.454516999976995, 4.766527999893274;NO2;eea;µg/m³;7.8;2024-10-23T02:00:00-05:00;France
FR;RODEZ;Rodez;44.356989999981195, 2.570704199783239;PM10;eea;µg/m³;12.1;2024-10-23T02:00:00-05:00;France
FR;PUTEAUX;LA DEFENSE;48.8913880002415, 2.2405559998759084;PM2.5;eea;µg/m³;7.8;2024-10-23T02:00:00-05:00;France
FR;VILLEURBANNE;Lyon Périphérique;45.774819999808635, 4.898572000411539;NO;eea;µg/m³;55.9;2024-03-11T04:00:00-05:00;France
FR;NEUILLY-SUR-SEINE;NEUILLY-SUR-SEINE;48.88139000002848, 2.2780559998332586;NO;eea;µg/m³;6.8;2024-03-11T04:00:00-05:00;France
FR;SALON-DE-PROVENCE;SALON;43.639003999818094, 5.101096999756598;NO2;eea;µg/m³;8.4;2024-10-23T02:00:00-05:00;France
FR;AIRVAULT;AIRVAULT - Stade Laillé;46.82379500017337, -0.13563399987194635;NO;eea;µg/m³;0.4;2024-03-11T04:00:00-05:00;France
FR;SONCHAMP;Zone Rurale SO;48.5819439998197, 1.8833330004117133;O3;eea;µg/m³;15.0;2024-10-23T02:00:00-05:00;France
FR;SAINT-DENIS;LYC. LISLET GEOFFROY;-20.88989300037236, 55.46884000005781;PM2.5;eea;µg/m³;4.3;2024-10-23T02:00:00-05:00;France
FR;MARSEILLE 4E ARRONDISSEMENT;MARSEILLE 5 AVENUES;43.305285999927285, 5.394716000050973;PM2.5;eea;µg/m³;9.5;2024-10-23T02:00:00-05:00;France
FR;STRASBOURG;Strasbourg Neudorf Ecoquartier Danube;48.57280699986449, 7.767832999755778;PM10;eea;µg/m³;19.5;2024-10-23T02:00:00-05:00;France
FR;BELFORT;Belfort centre;47.63075599974147, 6.858944000363108;NO2;eea;µg/m³;15.2;2024-10-23T02:00:00-05:00;France
FR;BÉTHUNE;Bethune Stade;50.535384999862295, 2.635691999749327;O3;eea;µg/m³;5.8;2024-10-23T02:00:00-05:00;France
FR;BOBIGNY;BOBIGNY;48.9025040001429, 2.452500000264972;NO;eea;µg/m³;9.0;2024-03-11T04:00:00-05:00;France
FR;PARIS 9E ARRONDISSEMENT;Boulevard Haussmann;48.87333300000442, 2.3302780002985286;PM10;eea;µg/m³;11.6;2024-10-21T20:00:00-05:00;France
FR;SOTTEVILLE-LÈS-ROUEN;Centre Hospitalier;49.40050000018459, 1.0990419999962184;NO2;eea;µg/m³;14.3;2024-10-23T02:00:00-05:00;France
FR;SOTTEVILLE-LÈS-ROUEN;Centre Hospitalier;49.40050000018459, 1.0990419999962184;NO;eea;µg/m³;4.0;2024-03-11T04:00:00-05:00;France
FR;CHALAMPÉ;Chalampé;47.8202480001832, 7.538682999893029;NO2;eea;µg/m³;11.0;2024-10-23T02:00:00-05:00;France
FR;TARBES;Tarbes lycée Dupuy;43.23029699972903, 0.06233899967155903;PM10;eea;µg/m³;9.3;2024-10-23T02:00:00-05:00;France
FR;GRANDE-SYNTHE;Grande-synthe;51.02446000023847, 2.302149999732888;NO2;eea;µg/m³;17.2;2024-10-23T02:00:00-05:00;France
FR;MARIGNY-LES-USAGES;Marigny-les-usages;47.958972999903224, 2.0092779998012285;O3;eea;µg/m³;13.5;2024-10-23T02:00:00-05:00;France
FR;MONTPELLIER;Montpellier Prés d'Arènes;43.591500000324274, 3.886809999908339;O3;eea;µg/m³;5.0;2024-10-23T02:00:00-05:00;France
FR;CALAIS;Calais Berthelot;50.947290000026065, 1.8430800000784526;SO2;eea;µg/m³;0.68;2017-06-20T10:00:00-05:00;France
FR;LILLEBONNE;Lillebonne;49.512145999765295, 0.5390359996474741;SO2;eea;µg/m³;2.2;2024-10-23T02:00:00-05:00;France
FR;AVIGNON;Avignon Rocade De Gaulle;43.931400000209464, 4.826874999795343;PM10;eea;µg/m³;37.7;2024-10-21T20:00:00-05:00;France
FR;NOGENT-SUR-MARNE;NOGENT-SUR-MARNE;48.8405569997725, 2.484444000140104;PM10;eea;µg/m³;26.0;2024-10-23T02:00:00-05:00;France
FR;MULHOUSE;Mulhouse-Briand;47.74768400026196, 7.321364000070028;PM10;eea;µg/m³;18.9;2024-10-21T20:00:00-05:00;France
FR;PARIS 12E ARRONDISSEMENT;PARIS 12eme;48.83722300009815, 2.39389999991001;NO;eea;µg/m³;11.7;2024-03-11T04:00:00-05:00;France
FR;LE PUY-EN-VELAY;Le Puy-Causans;45.038999999839014, 3.887000999704049;NO2;eea;µg/m³;8.4;2024-10-23T02:00:00-05:00;France
FR;TERNAY;TERNAY;45.60189999976776, 4.802200000112664;O3;eea;µg/m³;44.1;2024-10-23T02:00:00-05:00;France
FR;ROUEN;Rouen Proxi Quai de Paris;49.43669999989953, 1.098837999781717;CO;eea;µg/m³;317.0;2024-03-11T04:00:00-05:00;France
FR;VITRY-SUR-SEINE;VITRY-SUR-SEINE;48.775898000042204, 2.37578800006495;O3;eea;µg/m³;0.6;2024-10-23T02:00:00-05:00;France
FR;PERPIGNAN;Perpignan bd Pyrénées;42.69587000014181, 2.888482999775176;NO2;eea;µg/m³;50.7;2024-10-23T02:00:00-05:00;France
FR;STRASBOURG;Strasbourg A35 Remparts;48.58805500000642, 7.729721999878151;PM10;eea;µg/m³;28.1;2024-10-23T02:00:00-05:00;France
FR;SAINT-BRISSON;Morvan;47.27475999976255, 4.0994759996474475;PM2.5;eea;µg/m³;4.3;2024-10-21T20:00:00-05:00;France
FR;MATOURY;Kalou;4.84815999961769, -52.32380000027769;NO;eea;µg/m³;0.4;2024-03-11T02:00:00-05:00;France
FR;MONTOIR-DE-BRETAGNE;CAME;47.32107999997732, -2.127322000059933;PM2.5;eea;µg/m³;6.1;2024-10-22T23:00:00-05:00;France
FR;LA ROCHE-SUR-YON;DELACROIX;46.66070000023191, -1.436831000215685;PM2.5;eea;µg/m³;9.6;2024-10-22T21:00:00-05:00;France
FR;FROSSAY;FROSSAY;47.24746999974683, -1.9366189996354752;PM10;eea;µg/m³;14.9;2024-10-22T21:00:00-05:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;45.25999999999999, 1.76;NO;EEA France;µg/m³;5.3;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;43.376945, -0.609444;SO2;EEA France;µg/m³;0.0;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;46.17, 1.87;NO2;EEA France;µg/m³;49.1;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;46.162556, -1.153603;PM10;EEA France;µg/m³;11.6;2024-03-04T00:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;44.508655999999995, 0.142503;NO2;EEA France;µg/m³;33.4;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.61055799999999, 2.23;NO2;EEA France;µg/m³;8.3;2024-03-04T01:00:00-06:00;France
FR;ATMO GRAND EST;NET-FR075A;48.575985, 7.7274780000000005;NO;EEA France;µg/m³;11.2;2024-02-05T16:00:00-06:00;France
FR;Bouches-du-Rhône;FR02041;43.6389642135529, 5.09999637937892;PM10;EEA France;µg/m³;21.7;2024-01-29T11:00:00-06:00;France
FR;Bouches-du-Rhône;FR02013;43.4588738424815, 4.93416737793045;O3;EEA France;µg/m³;35.75;2017-12-29T04:00:00-06:00;France
FR;Bouches-du-Rhône;FR02013;43.4588738424815, 4.93416737793045;SO2;EEA France;µg/m³;1.1;2024-01-29T11:00:00-06:00;France
FR;Bouches-du-Rhône;FR02021;43.3313927085815, 5.11777403885164;O3;EEA France;µg/m³;91.2;2024-01-29T11:00:00-06:00;France
FR;Alpes-de-Haute-Provence;FR24018;43.8353015894571, 5.78583314934565;NO;EEA France;µg/m³;4.4;2024-01-29T11:00:00-06:00;France
FR;Loire;FR29429;45.533406631012, 4.62394317771262;PM10;EEA France;µg/m³;22.1;2024-01-02T02:00:00-06:00;France
FR;Bouches-du-Rhône;FR02009;43.4002906312612, 4.79639276280504;PM10;EEA France;µg/m³;13.3;2023-12-29T02:00:00-06:00;France
FR;;FR34014;47.9173751802827, 1.96625944333933;PM10;EEA France;µg/m³;6.8;2022-12-30T18:00:00-06:00;France
FR;;FR25048;49.42806687626571, 1.05777523020358;PM10;EEA France;µg/m³;20.8;2020-12-30T04:00:00-06:00;France
FR;;FR27008;45.3531859994632, 4.804822;NO2;EEA France;µg/m³;29.9;2019-12-08T18:00:00-06:00;France
FR;;FR19015;48.4090559994671, -4.475106;O3;EEA France;µg/m³;64.3;2019-11-27T00:00:00-06:00;France
FR;;PARIS Centre;48.85899751049642, 2.350998896374882;NO2;EEA France;µg/m³;33.2;2019-09-23T03:00:00-05:00;France
FR;;FR19081;48.6549969994677, -1.994167;NO2;EEA France;µg/m³;3.8;2018-04-25T09:00:00-05:00;France
FR;;FR19010;48.0926809994664, -1.690319;NO2;EEA France;µg/m³;6.25;2018-04-25T09:00:00-05:00;France
FR;;FR06003;50.3666639994728, 3.082778;NO2;EEA France;µg/m³;2.8;2018-04-24T19:00:00-05:00;France
FR;;FR29428;45.4211999994632, 4.411978;NO2;EEA France;µg/m³;65.63;2018-02-01T02:00:00-06:00;France
FR;;FR07045;45.5449339994633, 3.2476490000000005;PM10;EEA France;µg/m³;22.5;2017-12-20T03:00:00-06:00;France
FR;;FR20061;45.9863829994635, 4.719281;O3;EEA France;µg/m³;14.05;2017-12-18T15:00:00-06:00;France
FR;LORIENT;Lorient B. Bissonnet;47.74249999990309, -3.3950099996579963;O3;eea;µg/m³;4.6;2024-10-23T02:00:00-05:00;France
FR;MONTLUÇON;Montluçon;46.34071999975818, 2.593944999588949;NO2;eea;µg/m³;18.3;2024-10-23T02:00:00-05:00;France
FR;MUNCHHAUSEN;Nord-Est Alsace;48.91935699988632, 8.158457999835527;PM10;eea;µg/m³;11.8;2020-02-12T01:00:00-06:00;France
FR;CHERBOURG-EN-COTENTIN;Cherbourg Hotel de Ville;49.642250000230675, -1.6243610001396644;PM10;eea;µg/m³;10.4;2024-10-23T02:00:00-05:00;France
FR;BASTIA;BASTIA GIRAUD;42.697917999793766, 9.446417000351035;PM2.5;eea;µg/m³;8.0;2024-10-23T02:00:00-05:00;France
FR;REIMS;Jean d Aulan;49.2241669997297, 4.020555999767868;SO2;eea;µg/m³;0.6;2024-10-23T02:00:00-05:00;France
FR;DREUX;Dreux Centre;48.72969400021079, 1.3584720000276689;PM2.5;eea;µg/m³;4.0;2024-10-23T02:00:00-05:00;France
FR;CHAMONIX-MONT-BLANC;BOSSONS;45.90722299981236, 6.84583299985817;NO2;eea;µg/m³;23.0;2024-10-23T02:00:00-05:00;France
FR;GAILLARD;GAILLARD;46.19368999983019, 6.214857999887688;PM2.5;eea;µg/m³;3.0;2024-10-23T02:00:00-05:00;France
FR;VICHY;Vichy;46.13043199972416, 3.425694000057739;PM2.5;eea;µg/m³;5.3;2024-10-23T02:00:00-05:00;France
FR;SAINT-DIZIER;St DIZIER L. Michel;48.64583599977771, 4.966110999614851;NO2;eea;µg/m³;3.7;2024-10-23T02:00:00-05:00;France
FR;VESOUL;Vesoul Pres Caillet;47.620020000051525, 6.157641999754988;PM2.5;eea;µg/m³;5.5;2024-10-21T20:00:00-05:00;France
FR;BRIVE-LA-GAILLARDE;BRIVE - Dalton;45.15873700024018, 1.5372590000235633;PM10;eea;µg/m³;10.0;2024-10-21T20:00:00-05:00;France
FR;GRENOBLE;Grenoble Les Frenes;45.16190000031158, 5.735600000054799;PM10;eea;µg/m³;9.1;2024-10-23T02:00:00-05:00;France
FR;SAINT-OMER;St Omer Ribot;50.74823000023542, 2.2597799999566677;SO2;eea;µg/m³;3.95;2016-12-04T19:00:00-06:00;France
FR;SAINT-ÉTIENNE;SAINT ETIENNE SUD;45.420089999725384, 4.395422000345383;NO2;eea;µg/m³;13.0;2024-10-23T02:00:00-05:00;France
FR;VAL-DE-REUIL;Base loisirs Poses;49.30487000028143, 1.214367000214201;O3;eea;µg/m³;7.7;2024-10-23T02:00:00-05:00;France
FR;NIORT;Niort Venise;46.320026000248056, -0.4828609996053624;PM10;eea;µg/m³;8.5;2024-10-23T02:00:00-05:00;France
FR;MONTARGIS;Montargis Les Cites;48.001449999942366, 2.7261799999029233;NO2;eea;µg/m³;13.3;2024-10-23T02:00:00-05:00;France
FR;SAINT-QUENTIN;P. Roth St Quentin;49.85133400021084, 3.2840000003134184;SO2;eea;µg/m³;0.4;2024-10-07T19:00:00-05:00;France
FR;LE TAMPON;Station Bourg-Murat;-21.204814999614452, 55.58262000039505;O3;eea;µg/m³;25.3;2024-10-21T20:00:00-05:00;France
FR;AYTRÉ;Aytré;46.135136000077324, -1.1170860000692169;NO;eea;µg/m³;1.4;2024-03-11T02:00:00-05:00;France
FR;POINTE-À-PITRE;PTP-VICTOIRE;16.236739999700003, -61.534099999799;O3;eea;µg/m³;22.6;2024-10-23T02:00:00-05:00;France
FR;KOUROU;Kourou Gaston Monnerville Brady;5.164247999692364, -52.64649000042069;O3;eea;µg/m³;23.7;2024-10-23T02:00:00-05:00;France
FR;BESANÇON;Besançon Prévoyance;47.24740000004548, 6.015419000106155;PM2.5;eea;µg/m³;3.6;2024-10-21T20:00:00-05:00;France
FR;AIX-EN-PROVENCE;AIX ROY RENE;43.524074999856936, 5.448163999656443;PM10;eea;µg/m³;11.0;2024-10-21T20:00:00-05:00;France
FR;NÎMES;Nimes Gauzy;43.83440000024367, 4.3743999997655765;PM2.5;eea;µg/m³;1.6;2024-10-23T02:00:00-05:00;France
FR;NICE;NICE PROMENADE;43.68928999986467, 7.242074000294595;NO2;eea;µg/m³;19.0;2024-10-23T02:00:00-05:00;France
FR;OUTREAU;Outreau;50.69434999996249, 1.5765700000004375;O3;eea;µg/m³;31.8;2024-10-23T02:00:00-05:00;France
FR;OUTREAU;Outreau;50.69434999996249, 1.5765700000004375;NO;eea;µg/m³;1.1;2024-03-11T04:00:00-05:00;France
FR;SAINT-PAUL;Plateau Caillou;-21.022112000275254, 55.26677299957384;PM2.5;eea;µg/m³;2.7;2024-10-21T20:00:00-05:00;France
FR;HARNES;Harnes Serres;50.44913999983644, 2.899999999995568;NO;eea;µg/m³;2.1;2024-03-11T04:00:00-05:00;France
FR;VILLAGE-NEUF;C.C.3 Frontières;47.59491299999957, 7.568174999691131;O3;eea;µg/m³;44.6;2020-02-25T02:00:00-06:00;France
FR;BRIGNOLES;BRIGNOLES;43.39872999999852, 6.075611000197524;O3;eea;µg/m³;3.3;2024-10-23T02:00:00-05:00;France
FR;TULLE;TULLE - Hugo;45.26266500029232, 1.7627519996871657;NO;eea;µg/m³;1.6;2024-03-11T04:00:00-05:00;France
FR;TULLE;TULLE - Hugo;45.26266500029232, 1.7627519996871657;NO2;eea;µg/m³;4.8;2024-10-23T02:00:00-05:00;France
FR;TARBES;Tarbes lycée Dupuy;43.23029699972903, 0.06233899967155903;NO2;eea;µg/m³;6.1;2024-10-23T02:00:00-05:00;France
FR;ORLÉANS;La_Source-CNRS;47.837750000293376, 1.9446669999776955;NO2;eea;µg/m³;5.5;2024-10-23T02:00:00-05:00;France
FR;SAINT-PARRES-AUX-TERTRES;ST PARRES AUX TERTRE;48.29916799994485, 4.117221999794615;O3;eea;µg/m³;2.0;2024-10-23T02:00:00-05:00;France
FR;AMBÈS;AMBES;45.0147800000761, -0.5339420004209319;NO;eea;µg/m³;1.6;2024-03-11T04:00:00-05:00;France
FR;VILLEMOMBLE;VILLEMOMBLE;48.881946999811, 2.507221999589533;O3;eea;µg/m³;0.0;2024-10-23T02:00:00-05:00;France
FR;CHAMBÉRY;PASTEUR;45.56471999986505, 5.9283329998835805;O3;eea;µg/m³;19.1;2024-10-23T02:00:00-05:00;France
FR;BREST;Brest Desmoulins;48.39746000007952, -4.488709999832239;PM10;eea;µg/m³;10.2;2024-10-21T20:00:00-05:00;France
FR;LA COULONCHE;La Coulonche MERA;48.645000000143845, -0.4583330002357768;PM10;eea;µg/m³;6.0;2024-10-23T02:00:00-05:00;France
FR;SAINT-PIERRE;Ligne Paradis;-21.312895000039077, 55.47419399957535;NO;eea;µg/m³;12.1;2024-03-11T02:00:00-05:00;France
FR;BLOIS;Blois nord;47.59425699982933, 1.3026669998814107;NO2;eea;µg/m³;16.1;2024-10-23T02:00:00-05:00;France
FR;SAINT-LOUIS;Sarda Garriga;-21.277074999934275, 55.40306500012004;NO2;eea;µg/m³;4.7;2024-10-23T02:00:00-05:00;France
FR;SAINT-MICHEL-L'OBSERVATOIRE;Obs Haute-Provence;43.933475000149166, 5.711809000103872;PM10;eea;µg/m³;8.7;2024-10-23T02:00:00-05:00;France
FR;ARLES;Arles;43.67511399992982, 4.629210000223411;PM2.5;eea;µg/m³;4.2;2024-10-23T02:00:00-05:00;France
FR;SAINT-AMAND-LES-EAUX;Saint Amand;50.45647000016905, 3.427940000270445;NO2;eea;µg/m³;8.8;2024-10-23T02:00:00-05:00;France
FR;POITIERS;Poitiers Centre  Augouard;46.58399999992892, 0.3455820002935599;PM2.5;eea;µg/m³;7.3;2024-10-23T02:00:00-05:00;France
FR;LE PALAIS-SUR-VIENNE;PALAIS S/ V.- Garros;45.87331000014961, 1.3079159998169665;O3;eea;µg/m³;47.2;2024-10-23T02:00:00-05:00;France
FR;SAINT-ÉTIENNE;ST ETIENNE BD URBAIN;45.447980000196864, 4.388764000073208;NO;eea;µg/m³;28.0;2024-03-11T02:00:00-05:00;France
FR;SAINT-DENIS;SAINT-DENIS;48.93722000025856, 2.3616670003298794;NO;eea;µg/m³;18.1;2024-03-11T02:00:00-05:00;France
FR;MARSEILLE 8E ARRONDISSEMENT;MARSEILLE RABATAU;43.27644999994541, 5.397359999748624;NO2;eea;µg/m³;51.1;2024-10-23T02:00:00-05:00;France
FR;SAINT-LAURENT-BLANGY;St-Laurent-Blangy;50.308859999941504, 2.807368999561428;SO2;eea;µg/m³;0.9;2017-04-26T09:00:00-05:00;France
FR;NANTES;FRERES GONCOURT;47.204119999935116, -1.564810999930711;PM10;eea;µg/m³;6.0;2024-10-21T20:00:00-05:00;France
FR;NANTES;FRERES GONCOURT;47.204119999935116, -1.564810999930711;NO2;eea;µg/m³;10.6;2024-10-22T23:00:00-05:00;France
FR;MONTOIR-DE-BRETAGNE;CAME;47.32107999997732, -2.127322000059933;SO2;eea;µg/m³;1.1;2024-10-22T23:00:00-05:00;France
FR;FROSSAY;FROSSAY;47.24746999974683, -1.9366189996354752;PM2.5;eea;µg/m³;9.8;2024-10-22T21:00:00-05:00;France
FR;MARSEILLE 15E ARRONDISSEMENT;MARSEILLE ST LOUIS;43.34804999975112, 5.360119000257361;NO2;eea;µg/m³;14.9;2024-10-18T11:00:00-05:00;France
FR;LIG'AIR;NET-FR061A;48.006935000000006, 2.74001;PM2.5;EEA France;µg/m³;17.4;2024-03-04T00:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;43.838333, -0.810833;SO2;EEA France;µg/m³;-2.3;2024-03-04T01:00:00-06:00;France
FR;ATMO NORMANDIE;NET-FR069A;49.442460000000004, 1.093694;SO2;EEA France;µg/m³;0.5;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.096943, -0.03888900000000001;NO2;EEA France;µg/m³;3.7;2024-03-04T01:00:00-06:00;France
FR;ATMO BOURGOGNE-FRANCHE-COMTE;NET-FR076A;46.67130699999999, 5.556806000000001;PM2.5;EEA France;µg/m³;4.1;2024-03-04T00:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;44.90027599999999, -0.514722;O3;EEA France;µg/m³;25.1;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.634003, 1.3759999999999997;NO2;EEA France;µg/m³;12.2;2024-01-29T11:00:00-06:00;France
FR;Ille-et-Vilaine;FR19007;48.1075139513805, -1.67916686168757;NO2;EEA France;µg/m³;26.4;2024-01-29T11:00:00-06:00;France
FR;Alpes-Maritimes;FR24023;43.7933622306242, 7.33139357882613;NO2;EEA France;µg/m³;38.3;2024-01-29T11:00:00-06:00;France
FR;Morbihan;FR19032;47.742485358103, -3.3948053239104;O3;EEA France;µg/m³;41.7;2024-01-29T11:00:00-06:00;France
FR;Vaucluse;FR03084;43.9601669829441, 4.85720870753994;PM2.5;EEA France;µg/m³;4.5;2023-01-05T05:00:00-06:00;France
FR;Morbihan;FR19033;47.648889066211, -2.76389155041474;NO2;EEA France;µg/m³;9.3;2024-01-29T11:00:00-06:00;France
FR;Côte-d'Or;FR26010;47.3455490718848, 5.00222374385535;PM10;EEA France;µg/m³;19.08;2018-07-06T07:00:00-05:00;France
FR;Bouches-du-Rhône;FR03043;43.3060996358468, 5.3957936361337895;NO2;EEA France;µg/m³;22.7;2024-01-29T05:00:00-06:00;France
FR;Vaucluse;FR03080;43.9497553662994, 4.80507947160248;PM2.5;EEA France;µg/m³;11.2;2024-01-29T11:00:00-06:00;France
FR;Finistère;FR19014;48.3996394541087, -4.46723207639797;PM2.5;EEA France;µg/m³;12.2;2024-01-29T09:00:00-06:00;France
FR;;FR09301;46.8243469167798, -0.135460554953519;NO2;EEA France;µg/m³;14.8;2021-10-07T04:00:00-05:00;France
FR;;FR30018;48.0246097658125, 6.58583680877113;O3;EEA France;µg/m³;51.6;2021-04-08T23:00:00-05:00;France
FR;;FR25048;49.42806687626571, 1.05777523020358;SO2;EEA France;µg/m³;0.7;2020-12-30T04:00:00-06:00;France
FR;;FR01022;49.1311139994689, 6.207225;NO2;EEA France;µg/m³;69.5;2020-03-24T09:00:00-05:00;France
FR;;FR09019;46.3295859994638, -0.45888899999999994;NO2;EEA France;µg/m³;11.7;2020-01-22T00:00:00-06:00;France
FR;;FR09402;46.570002999464, 0.323575;NO2;EEA France;µg/m³;66.1;2018-12-10T01:00:00-06:00;France
FR;;Luc�;48.43928587629702, 1.4687724389939412;PM2.5;EEA France;µg/m³;3.9;2018-12-07T04:00:00-06:00;France
FR;;FR34047;48.7608889994679, 1.233781;NO2;EEA France;µg/m³;13.58;2018-04-24T19:00:00-05:00;France
FR;;FR20034;45.6995329994633, 4.829694;SO2;EEA France;µg/m³;3.1;2018-01-19T01:00:00-06:00;France
FR;;FR20061;45.9863829994635, 4.719281;PM2.5;EEA France;µg/m³;11.8;2017-12-18T15:00:00-06:00;France
FR;;FR08026;43.4282193232058, 3.6035558296341;PM10;EEA France;µg/m³;37.5;2017-12-08T00:00:00-06:00;France
FR;;St Pol/mer Nord;51.033829767865704, 2.33519753052722;O3;EEA France;µg/m³;49.65;2017-03-07T05:00:00-06:00;France
FR;;Sembadel;45.27475343081479, 3.68791661796576;O3;EEA France;µg/m³;76.75;2016-12-05T11:00:00-06:00;France
FR;SAINT-BRIEUC;Saint Brieuc Balzac;48.51351000028169, -2.7495299998128857;PM10;eea;µg/m³;9.6;2024-10-21T20:00:00-05:00;France
FR;MARTIGUES;Martigues La Gatasse;43.360689999784285, 5.058138999626319;SO2;eea;µg/m³;0.5;2024-10-23T02:00:00-05:00;France
